governor,state,time_in_office,party,year
Oran Milo Roberts,Texas,1879 - 1883,Democrat,1879
Oran Milo Roberts,Texas,1879 - 1883,Democrat,1880
Oran Milo Roberts,Texas,1879 - 1883,Democrat,1881
Oran Milo Roberts,Texas,1879 - 1883,Democrat,1882
Oran Milo Roberts,Texas,1879 - 1883,Democrat,1883
Henry Martyn Hoyt,Pennsylvania,1879 - 1883,Republican,1879
Henry Martyn Hoyt,Pennsylvania,1879 - 1883,Republican,1880
Henry Martyn Hoyt,Pennsylvania,1879 - 1883,Republican,1881
Henry Martyn Hoyt,Pennsylvania,1879 - 1883,Republican,1882
Henry Martyn Hoyt,Pennsylvania,1879 - 1883,Republican,1883
John Wood Hall,Delaware,1879 - 1883,Democrat,1879
John Wood Hall,Delaware,1879 - 1883,Democrat,1880
John Wood Hall,Delaware,1879 - 1883,Democrat,1881
John Wood Hall,Delaware,1879 - 1883,Democrat,1882
John Wood Hall,Delaware,1879 - 1883,Democrat,1883
Frederick Walker Pitkin,Colorado,1879 - 1883,Republican,1879
Frederick Walker Pitkin,Colorado,1879 - 1883,Republican,1880
Frederick Walker Pitkin,Colorado,1879 - 1883,Republican,1881
Frederick Walker Pitkin,Colorado,1879 - 1883,Republican,1882
Frederick Walker Pitkin,Colorado,1879 - 1883,Republican,1883
John Pierce St. John,Kansas,1879 - 1883,Republican,1879
John Pierce St. John,Kansas,1879 - 1883,Republican,1880
John Pierce St. John,Kansas,1879 - 1883,Republican,1881
John Pierce St. John,Kansas,1879 - 1883,Republican,1882
John Pierce St. John,Kansas,1879 - 1883,Republican,1883
Albinus Nance,Nebraska,1879 - 1883,Republican,1879
Albinus Nance,Nebraska,1879 - 1883,Republican,1880
Albinus Nance,Nebraska,1879 - 1883,Republican,1881
Albinus Nance,Nebraska,1879 - 1883,Republican,1882
Albinus Nance,Nebraska,1879 - 1883,Republican,1883
Charles Bartlett Andrews,Connecticut,1879 - 1881,Republican,1879
Charles Bartlett Andrews,Connecticut,1879 - 1881,Republican,1880
Charles Bartlett Andrews,Connecticut,1879 - 1881,Republican,1881
Alonzo Garcelon,Maine,1879 - 1880,Democrat,1879
Alonzo Garcelon,Maine,1879 - 1880,Democrat,1880
John Henry Kinkead,Nevada,1879 - 1883,Republican,1879
John Henry Kinkead,Nevada,1879 - 1883,Republican,1880
John Henry Kinkead,Nevada,1879 - 1883,Republican,1881
John Henry Kinkead,Nevada,1879 - 1883,Republican,1882
John Henry Kinkead,Nevada,1879 - 1883,Republican,1883
Thomas Talbot,Massachusetts,1879 - 1880,Republican,1879
Thomas Talbot,Massachusetts,1879 - 1880,Republican,1880
Thomas Talbot,Massachusetts,1874 - 1875,Republican,1874
Thomas Talbot,Massachusetts,1874 - 1875,Republican,1875
Rufus Willis Cobb,Alabama,1878 - 1882,Democrat,1878
Rufus Willis Cobb,Alabama,1878 - 1882,Democrat,1879
Rufus Willis Cobb,Alabama,1878 - 1882,Democrat,1880
Rufus Willis Cobb,Alabama,1878 - 1882,Democrat,1881
Rufus Willis Cobb,Alabama,1878 - 1882,Democrat,1882
Redfield Proctor Sr.,Vermont,1878 - 1880,Republican,1878
Redfield Proctor Sr.,Vermont,1878 - 1880,Republican,1879
Redfield Proctor Sr.,Vermont,1878 - 1880,Republican,1880
William Wallace Thayer,Oregon,1878 - 1882,Democrat,1878
William Wallace Thayer,Oregon,1878 - 1882,Democrat,1879
William Wallace Thayer,Oregon,1878 - 1882,Democrat,1880
William Wallace Thayer,Oregon,1878 - 1882,Democrat,1881
William Wallace Thayer,Oregon,1878 - 1882,Democrat,1882
John Henry Gear,Iowa,1878 - 1882,republican,1878
John Henry Gear,Iowa,1878 - 1882,republican,1879
John Henry Gear,Iowa,1878 - 1882,republican,1880
John Henry Gear,Iowa,1878 - 1882,republican,1881
John Henry Gear,Iowa,1878 - 1882,republican,1882
George Brinton McClellan,New Jersey,1878 - 1881,Democratic,1878
George Brinton McClellan,New Jersey,1878 - 1881,Democratic,1879
George Brinton McClellan,New Jersey,1878 - 1881,Democratic,1880
George Brinton McClellan,New Jersey,1878 - 1881,Democratic,1881
Richard Moore Bishop,Ohio,1878 - 1880,Democratic,1878
Richard Moore Bishop,Ohio,1878 - 1880,Democratic,1879
Richard Moore Bishop,Ohio,1878 - 1880,Democratic,1880
William E. Smith,Wisconsin,1878 - 1882,Republican,1878
William E. Smith,Wisconsin,1878 - 1882,Republican,1879
William E. Smith,Wisconsin,1878 - 1882,Republican,1880
William E. Smith,Wisconsin,1878 - 1882,Republican,1881
William E. Smith,Wisconsin,1878 - 1882,Republican,1882
Frederick William Mackey Holliday,Virginia,1878 - 1882,Conservative,1878
Frederick William Mackey Holliday,Virginia,1878 - 1882,Conservative,1879
Frederick William Mackey Holliday,Virginia,1878 - 1882,Conservative,1880
Frederick William Mackey Holliday,Virginia,1878 - 1882,Conservative,1881
Frederick William Mackey Holliday,Virginia,1878 - 1882,Conservative,1882
Benjamin Franklin Prescott,New Hampshire,1877 - 1879,Republican,1877
Benjamin Franklin Prescott,New Hampshire,1877 - 1879,Republican,1878
Benjamin Franklin Prescott,New Hampshire,1877 - 1879,Republican,1879
Charles Collins Van Zandt,Rhode Island,1877 - 1880,Republican,1877
Charles Collins Van Zandt,Rhode Island,1877 - 1880,Republican,1878
Charles Collins Van Zandt,Rhode Island,1877 - 1880,Republican,1879
Charles Collins Van Zandt,Rhode Island,1877 - 1880,Republican,1880
Thomas L. Young,Ohio,1877 - 1878,Republican,1877
Thomas L. Young,Ohio,1877 - 1878,Republican,1878
John Smith Phelps,Missouri,1877 - 1881,Democratic,1877
John Smith Phelps,Missouri,1877 - 1881,Democratic,1878
John Smith Phelps,Missouri,1877 - 1881,Democratic,1879
John Smith Phelps,Missouri,1877 - 1881,Democratic,1880
John Smith Phelps,Missouri,1877 - 1881,Democratic,1881
Joshua G. Newbold,Iowa,1877 - 1878,republican,1877
Joshua G. Newbold,Iowa,1877 - 1878,republican,1878
Stephen Fowler Chadwick,Oregon,1877 - 1878,Democrat,1877
Stephen Fowler Chadwick,Oregon,1877 - 1878,Democrat,1878
Alfred Holt Colquitt,Georgia,1877 - 1882,Democrat,1877
Alfred Holt Colquitt,Georgia,1877 - 1882,Democrat,1878
Alfred Holt Colquitt,Georgia,1877 - 1882,Democrat,1879
Alfred Holt Colquitt,Georgia,1877 - 1882,Democrat,1880
Alfred Holt Colquitt,Georgia,1877 - 1882,Democrat,1881
Alfred Holt Colquitt,Georgia,1877 - 1882,Democrat,1882
William Read Miller,Arkansas,1877 - 1881,Democrat,1877
William Read Miller,Arkansas,1877 - 1881,Democrat,1878
William Read Miller,Arkansas,1877 - 1881,Democrat,1879
William Read Miller,Arkansas,1877 - 1881,Democrat,1880
William Read Miller,Arkansas,1877 - 1881,Democrat,1881
George Tobey Anthony,Kansas,1877 - 1879,Republican,1877
George Tobey Anthony,Kansas,1877 - 1879,Republican,1878
George Tobey Anthony,Kansas,1877 - 1879,Republican,1879
James Douglas Williams,Indiana,1877 - 1880,Democrat,1877
James Douglas Williams,Indiana,1877 - 1880,Democrat,1878
James Douglas Williams,Indiana,1877 - 1880,Democrat,1879
James Douglas Williams,Indiana,1877 - 1880,Democrat,1880
Shelby Moore Cullom,Illinois,1877 - 1883,Republican,1877
Shelby Moore Cullom,Illinois,1877 - 1883,Republican,1878
Shelby Moore Cullom,Illinois,1877 - 1883,Republican,1879
Shelby Moore Cullom,Illinois,1877 - 1883,Republican,1880
Shelby Moore Cullom,Illinois,1877 - 1883,Republican,1881
Shelby Moore Cullom,Illinois,1877 - 1883,Republican,1882
Shelby Moore Cullom,Illinois,1877 - 1883,Republican,1883
Charles Miller Croswell,Michigan,1877 - 1881,Republican,1877
Charles Miller Croswell,Michigan,1877 - 1881,Republican,1878
Charles Miller Croswell,Michigan,1877 - 1881,Republican,1879
Charles Miller Croswell,Michigan,1877 - 1881,Republican,1880
Charles Miller Croswell,Michigan,1877 - 1881,Republican,1881
Richard Dudley Hubbard,Connecticut,1877 - 1879,Democrat,1877
Richard Dudley Hubbard,Connecticut,1877 - 1879,Democrat,1878
Richard Dudley Hubbard,Connecticut,1877 - 1879,Democrat,1879
George Franklin Drew,Florida,1877 - 1881,Democrat,1877
George Franklin Drew,Florida,1877 - 1881,Democrat,1878
George Franklin Drew,Florida,1877 - 1881,Democrat,1879
George Franklin Drew,Florida,1877 - 1881,Democrat,1880
George Franklin Drew,Florida,1877 - 1881,Democrat,1881
Lucius Robinson,New York,1877 - 1880,Democrat,1877
Lucius Robinson,New York,1877 - 1880,Democrat,1878
Lucius Robinson,New York,1877 - 1880,Democrat,1879
Lucius Robinson,New York,1877 - 1880,Democrat,1880
Zebulon Baird Vance,North Carolina,1877 - 1879,Democratic,1877
Zebulon Baird Vance,North Carolina,1877 - 1879,Democratic,1878
Zebulon Baird Vance,North Carolina,1877 - 1879,Democratic,1879
Zebulon Baird Vance,North Carolina,1862 - 1865,Democratic,1862
Zebulon Baird Vance,North Carolina,1862 - 1865,Democratic,1863
Zebulon Baird Vance,North Carolina,1862 - 1865,Democratic,1864
Zebulon Baird Vance,North Carolina,1862 - 1865,Democratic,1865
Wade Hampton III,South Carolina,1876 - 1879,Democrat,1876
Wade Hampton III,South Carolina,1876 - 1879,Democrat,1877
Wade Hampton III,South Carolina,1876 - 1879,Democrat,1878
Wade Hampton III,South Carolina,1876 - 1879,Democrat,1879
Richard Bennett Hubbard,Texas,1876 - 1879,Democrat,1876
Richard Bennett Hubbard,Texas,1876 - 1879,Democrat,1877
Richard Bennett Hubbard,Texas,1876 - 1879,Democrat,1878
Richard Bennett Hubbard,Texas,1876 - 1879,Democrat,1879
Horace Fairbanks,Vermont,1876 - 1878,Republican,1876
Horace Fairbanks,Vermont,1876 - 1878,Republican,1877
Horace Fairbanks,Vermont,1876 - 1878,Republican,1878
Samuel Jordan Kirkwood,Iowa,1876 - 1877,republican,1876
Samuel Jordan Kirkwood,Iowa,1876 - 1877,republican,1877
Samuel Jordan Kirkwood,Iowa,1860 - 1864,republican,1860
Samuel Jordan Kirkwood,Iowa,1860 - 1864,republican,1861
Samuel Jordan Kirkwood,Iowa,1860 - 1864,republican,1862
Samuel Jordan Kirkwood,Iowa,1860 - 1864,republican,1863
Samuel Jordan Kirkwood,Iowa,1860 - 1864,republican,1864
John Lee Carroll,Maryland,1876 - 1880,Democrat,1876
John Lee Carroll,Maryland,1876 - 1880,Democrat,1877
John Lee Carroll,Maryland,1876 - 1880,Democrat,1878
John Lee Carroll,Maryland,1876 - 1880,Democrat,1879
John Lee Carroll,Maryland,1876 - 1880,Democrat,1880
Rutherford Birchard Hayes,Ohio,1876 - 1877,Republican,1876
Rutherford Birchard Hayes,Ohio,1876 - 1877,Republican,1877
Rutherford Birchard Hayes,Ohio,1868 - 1872,Republican,1868
Rutherford Birchard Hayes,Ohio,1868 - 1872,Republican,1869
Rutherford Birchard Hayes,Ohio,1868 - 1872,Republican,1870
Rutherford Birchard Hayes,Ohio,1868 - 1872,Republican,1871
Rutherford Birchard Hayes,Ohio,1868 - 1872,Republican,1872
John Sargent Pillsbury,Minnesota,1876 - 1882,Republican,1876
John Sargent Pillsbury,Minnesota,1876 - 1882,Republican,1877
John Sargent Pillsbury,Minnesota,1876 - 1882,Republican,1878
John Sargent Pillsbury,Minnesota,1876 - 1882,Republican,1879
John Sargent Pillsbury,Minnesota,1876 - 1882,Republican,1880
John Sargent Pillsbury,Minnesota,1876 - 1882,Republican,1881
John Sargent Pillsbury,Minnesota,1876 - 1882,Republican,1882
Alexander Hamilton Rice,Massachusetts,1876 - 1879,Republican,1876
Alexander Hamilton Rice,Massachusetts,1876 - 1879,Republican,1877
Alexander Hamilton Rice,Massachusetts,1876 - 1879,Republican,1878
Alexander Hamilton Rice,Massachusetts,1876 - 1879,Republican,1879
Seldon Connor,Maine,1876 - 1879,Republican,1876
Seldon Connor,Maine,1876 - 1879,Republican,1877
Seldon Connor,Maine,1876 - 1879,Republican,1878
Seldon Connor,Maine,1876 - 1879,Republican,1879
Harrison Ludington,Wisconsin,1876 - 1878,Republican,1876
Harrison Ludington,Wisconsin,1876 - 1878,Republican,1877
Harrison Ludington,Wisconsin,1876 - 1878,Republican,1878
William Irwin,California,1875 - 1880,Democrat,1875
William Irwin,California,1875 - 1880,Democrat,1876
William Irwin,California,1875 - 1880,Democrat,1877
William Irwin,California,1875 - 1880,Democrat,1878
William Irwin,California,1875 - 1880,Democrat,1879
William Irwin,California,1875 - 1880,Democrat,1880
Person Colby Cheney,New Hampshire,1875 - 1877,Republican,1875
Person Colby Cheney,New Hampshire,1875 - 1877,Republican,1876
Person Colby Cheney,New Hampshire,1875 - 1877,Republican,1877
Henry Lippitt,Rhode Island,1875 - 1877,Republican,1875
Henry Lippitt,Rhode Island,1875 - 1877,Republican,1876
Henry Lippitt,Rhode Island,1875 - 1877,Republican,1877
Romualdo Pacheco,California,1875 - 1875,Republican,1875
Joseph Dorsett Bedle,New Jersey,1875 - 1878,Democratic,1875
Joseph Dorsett Bedle,New Jersey,1875 - 1878,Democratic,1876
Joseph Dorsett Bedle,New Jersey,1875 - 1878,Democratic,1877
Joseph Dorsett Bedle,New Jersey,1875 - 1878,Democratic,1878
John Polk Cochran,Delaware,1875 - 1879,Democrat,1875
John Polk Cochran,Delaware,1875 - 1879,Democrat,1876
John Polk Cochran,Delaware,1875 - 1879,Democrat,1877
John Polk Cochran,Delaware,1875 - 1879,Democrat,1878
John Polk Cochran,Delaware,1875 - 1879,Democrat,1879
James Davis Porter,Tennessee,1875 - 1879,Democrat,1875
James Davis Porter,Tennessee,1875 - 1879,Democrat,1876
James Davis Porter,Tennessee,1875 - 1879,Democrat,1877
James Davis Porter,Tennessee,1875 - 1879,Democrat,1878
James Davis Porter,Tennessee,1875 - 1879,Democrat,1879
Charles Henry Hardin,Missouri,1875 - 1877,Democratic,1875
Charles Henry Hardin,Missouri,1875 - 1877,Democratic,1876
Charles Henry Hardin,Missouri,1875 - 1877,Democratic,1877
Silas Garber,Nebraska,1875 - 1879,Republican,1875
Silas Garber,Nebraska,1875 - 1879,Republican,1876
Silas Garber,Nebraska,1875 - 1879,Republican,1877
Silas Garber,Nebraska,1875 - 1879,Republican,1878
Silas Garber,Nebraska,1875 - 1879,Republican,1879
William Gaston,Massachusetts,1875 - 1876,Democrat,1875
William Gaston,Massachusetts,1875 - 1876,Democrat,1876
Samuel Jones Tilden,New York,1875 - 1877,Democratic,1875
Samuel Jones Tilden,New York,1875 - 1877,Democratic,1876
Samuel Jones Tilden,New York,1875 - 1877,Democratic,1877
Daniel Henry Chamberlain,South Carolina,1874 - 1876,Republican,1874
Daniel Henry Chamberlain,South Carolina,1874 - 1876,Republican,1875
Daniel Henry Chamberlain,South Carolina,1874 - 1876,Republican,1876
George Smith Houston,Alabama,1874 - 1878,Democrat,1874
George Smith Houston,Alabama,1874 - 1878,Democrat,1875
George Smith Houston,Alabama,1874 - 1878,Democrat,1876
George Smith Houston,Alabama,1874 - 1878,Democrat,1877
George Smith Houston,Alabama,1874 - 1878,Democrat,1878
Augustus Hill Garland,Arkansas,1874 - 1877,Democrat,1874
Augustus Hill Garland,Arkansas,1874 - 1877,Democrat,1875
Augustus Hill Garland,Arkansas,1874 - 1877,Democrat,1876
Augustus Hill Garland,Arkansas,1874 - 1877,Democrat,1877
Asahel Peck,Vermont,1874 - 1876,Republican,1874
Asahel Peck,Vermont,1874 - 1876,Republican,1875
Asahel Peck,Vermont,1874 - 1876,Republican,1876
Curtis Hooks Brogden,North Carolina,1874 - 1877,Republican,1874
Curtis Hooks Brogden,North Carolina,1874 - 1877,Republican,1875
Curtis Hooks Brogden,North Carolina,1874 - 1877,Republican,1876
Curtis Hooks Brogden,North Carolina,1874 - 1877,Republican,1877
James Adams Weston,New Hampshire,1874 - 1875,Democratic,1874
James Adams Weston,New Hampshire,1874 - 1875,Democratic,1875
James Adams Weston,New Hampshire,1871 - 1872,Democratic,1871
James Adams Weston,New Hampshire,1871 - 1872,Democratic,1872
Marcellus Lovejoy Stearns,Florida,1874 - 1877,Republican,1874
Marcellus Lovejoy Stearns,Florida,1874 - 1877,Republican,1875
Marcellus Lovejoy Stearns,Florida,1874 - 1877,Republican,1876
Marcellus Lovejoy Stearns,Florida,1874 - 1877,Republican,1877
James Black Groome,Maryland,1874 - 1876,Democrat,1874
James Black Groome,Maryland,1874 - 1876,Democrat,1875
James Black Groome,Maryland,1874 - 1876,Democrat,1876
Richard Coke,Texas,1874 - 1876,Democrat,1874
Richard Coke,Texas,1874 - 1876,Democrat,1875
Richard Coke,Texas,1874 - 1876,Democrat,1876
William Allen,Ohio,1874 - 1876,Democratic,1874
William Allen,Ohio,1874 - 1876,Democratic,1875
William Allen,Ohio,1874 - 1876,Democratic,1876
Cushman Kellogg Davis,Minnesota,1874 - 1876,Republican,1874
Cushman Kellogg Davis,Minnesota,1874 - 1876,Republican,1875
Cushman Kellogg Davis,Minnesota,1874 - 1876,Republican,1876
Nelson Dingley,Maine,1874 - 1876,Republican,1874
Nelson Dingley,Maine,1874 - 1876,Republican,1875
Nelson Dingley,Maine,1874 - 1876,Republican,1876
William R. Taylor,Wisconsin,1874 - 1876,Democrat,1874
William R. Taylor,Wisconsin,1874 - 1876,Democrat,1875
William R. Taylor,Wisconsin,1874 - 1876,Democrat,1876
Adelbert Ames,Mississippi,1874 - 1876,"Military (1st term), Republican",1874
Adelbert Ames,Mississippi,1874 - 1876,"Military (1st term), Republican",1875
Adelbert Ames,Mississippi,1874 - 1876,"Military (1st term), Republican",1876
Adelbert Ames,Mississippi,1868 - 1870,"Military (1st term), Republican",1868
Adelbert Ames,Mississippi,1868 - 1870,"Military (1st term), Republican",1869
Adelbert Ames,Mississippi,1868 - 1870,"Military (1st term), Republican",1870
James Lawson Kemper,Virginia,1874 - 1878,Conservative,1874
James Lawson Kemper,Virginia,1874 - 1878,Conservative,1875
James Lawson Kemper,Virginia,1874 - 1878,Conservative,1876
James Lawson Kemper,Virginia,1874 - 1878,Conservative,1877
James Lawson Kemper,Virginia,1874 - 1878,Conservative,1878
Henry Howard,Rhode Island,1873 - 1875,Republican,1873
Henry Howard,Rhode Island,1873 - 1875,Republican,1874
Henry Howard,Rhode Island,1873 - 1875,Republican,1875
Charles Robert Ingersoll,Connecticut,1873 - 1877,Democrat,1873
Charles Robert Ingersoll,Connecticut,1873 - 1877,Democrat,1874
Charles Robert Ingersoll,Connecticut,1873 - 1877,Democrat,1875
Charles Robert Ingersoll,Connecticut,1873 - 1877,Democrat,1876
Charles Robert Ingersoll,Connecticut,1873 - 1877,Democrat,1877
John Lourie Beveridge,Illinois,1873 - 1877,Republican,1873
John Lourie Beveridge,Illinois,1873 - 1877,Republican,1874
John Lourie Beveridge,Illinois,1873 - 1877,Republican,1875
John Lourie Beveridge,Illinois,1873 - 1877,Republican,1876
John Lourie Beveridge,Illinois,1873 - 1877,Republican,1877
John Frederick Hartranft,Pennsylvania,1873 - 1879,,1873
John Frederick Hartranft,Pennsylvania,1873 - 1879,,1874
John Frederick Hartranft,Pennsylvania,1873 - 1879,,1875
John Frederick Hartranft,Pennsylvania,1873 - 1879,,1876
John Frederick Hartranft,Pennsylvania,1873 - 1879,,1877
John Frederick Hartranft,Pennsylvania,1873 - 1879,,1878
John Frederick Hartranft,Pennsylvania,1873 - 1879,,1879
John McEnery,Louisiana,1873 - 1873,Democrat;Liberal Republican,1873
Thomas Andrew Osborn,Kansas,1873 - 1877,Republican,1873
Thomas Andrew Osborn,Kansas,1873 - 1877,Republican,1874
Thomas Andrew Osborn,Kansas,1873 - 1877,Republican,1875
Thomas Andrew Osborn,Kansas,1873 - 1877,Republican,1876
Thomas Andrew Osborn,Kansas,1873 - 1877,Republican,1877
William Pitt Kellogg,Louisiana,1873 - 1877,Republican,1873
William Pitt Kellogg,Louisiana,1873 - 1877,Republican,1874
William Pitt Kellogg,Louisiana,1873 - 1877,Republican,1875
William Pitt Kellogg,Louisiana,1873 - 1877,Republican,1876
William Pitt Kellogg,Louisiana,1873 - 1877,Republican,1877
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1873
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1874
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1875
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1876
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1877
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1878
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1879
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1880
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1881
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1882
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1883
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1884
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1885
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1886
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1887
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1888
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1889
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1890
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1891
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1892
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1893
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1894
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1895
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1896
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1897
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1898
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1899
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1900
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1901
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1902
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1903
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1904
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1905
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1906
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1907
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1908
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1909
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1910
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1911
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1912
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1913
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1914
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1915
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1916
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1917
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1918
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1919
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1920
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1921
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1922
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1923
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1924
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1925
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1926
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1927
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1928
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1929
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1930
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1931
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1932
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1933
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1934
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1935
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1936
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1937
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1938
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1939
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1940
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1941
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1942
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1943
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1944
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1945
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1946
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1947
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1948
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1949
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1950
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1951
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1952
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1953
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1954
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1955
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1956
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1957
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1958
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1959
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1960
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1961
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1962
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1963
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1964
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1965
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1966
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1967
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1968
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1969
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1970
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1971
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1972
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1973
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1974
Robert Wilkinson Furnas,Nebraska,1873 - 1975,Republican,1975
Thomas Andrews Hendricks,Indiana,1873 - 1877,Democrat,1873
Thomas Andrews Hendricks,Indiana,1873 - 1877,Democrat,1874
Thomas Andrews Hendricks,Indiana,1873 - 1877,Democrat,1875
Thomas Andrews Hendricks,Indiana,1873 - 1877,Democrat,1876
Thomas Andrews Hendricks,Indiana,1873 - 1877,Democrat,1877
Silas Woodson,Missouri,1873 - 1875,Democratic,1873
Silas Woodson,Missouri,1873 - 1875,Democratic,1874
Silas Woodson,Missouri,1873 - 1875,Democratic,1875
